"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"31","1554175_at","CD300LB","124599","CD300 molecule like family member b",-0.569509410076233,7.13182780288039,-1.321884265352,0.196633874983983,0.85935960819743,-4.57948019337722
"32","1554229_at","CREBRF","153222","CREB3 regulatory factor",-0.454886832747243,7.8838739707037,-1.13950397832362,0.263902934315359,0.85935960819743,-4.58909386239353
"33","1554241_at","COCH","1690","cochlin",0.308656686823059,8.11562858545336,0.731404448685006,0.470454948512746,0.85935960819743,-4.60610711165715
"34","1554285_at","HAVCR2","84868","hepatitis A virus cellular receptor 2",-0.199819262047521,6.82128892469212,-0.489940508696019,0.627895829550823,0.908752079128702,-4.61291311956935
"35","1554309_at","EIF4G3","8672","eukaryotic translation initiation factor 4 gamma 3",-0.398902107978492,5.28889851517096,-0.853987163742821,0.400175478733874,0.85935960819743,-4.60169486611563
"36","1554311_a_at","SUPT6H","6830","SPT6 homolog, histone chaperone and transcription elongation factor",-0.282457009391238,5.0187622533781,-0.704440792342694,0.486828634214887,0.85935960819743,-4.60699294430489
"37","1554339_a_at","COG3","83548","component of oligomeric golgi complex 3",-0.0340200136271198,4.92549436922294,-0.0896287874633724,0.929204007823877,0.982890677188816,-4.61836336070112
"38","1554397_s_at","UEVLD","55293","UEV and lactate/malate dehyrogenase domains",-0.190502821876001,6.31275791933625,-0.38684844053937,0.701718496265626,0.920928257949676,-4.61502634883731
"39","1554414_a_at","OSGIN2","734","oxidative stress induced growth inhibitor family member 2",-0.388551350040012,6.68459925246002,-0.867245975739486,0.392991819659012,0.85935960819743,-4.60118046730836
"40","1554417_s_at","APH1A","51107","aph-1 homolog A, gamma-secretase subunit",-0.412697900577325,7.39119482884867,-0.869004707954515,0.392045149787775,0.85935960819743,-4.60111169793092
"41","1554424_at","FIP1L1","81608","factor interacting with PAPOLA and CPSF1",-0.314196258870405,5.17236838682691,-0.755507031269011,0.45609339748804,0.85935960819743,-4.6052891506195
"42","1554433_a_at","ZNF146","7705","zinc finger protein 146",-0.169087214229426,7.62383341259246,-0.38891608953395,0.700205213403133,0.920928257949676,-4.61498873605151
"43","1554441_a_at","WAPL","23063","WAPL cohesin release factor",-0.333686172659307,7.96202795816821,-0.743933269272342,0.462957026102204,0.85935960819743,-4.60568499059152
"44","1554447_at","JPX","554203","JPX transcript, XIST activator",0.679572010938333,7.02766620993908,1.6553802928832,0.108729884488826,0.85935960819743,-4.55917006882
"45","1554464_a_at","CRTAP","10491","cartilage associated protein",-0.43195208313927,8.43394709770124,-0.952231074192908,0.348921326950629,0.85935960819743,-4.59771552924982
"46","1554508_at","PIK3AP1","118788","phosphoinositide-3-kinase adaptor protein 1",-0.653799473489402,8.00868680399608,-1.20446667268031,0.238236369264726,0.85935960819743,-4.58580154310726
"47","1554577_a_at","PSMD10","5716","proteasome 26S subunit, non-ATPase 10",-0.328308076455025,8.17684003748796,-0.709161682314252,0.483938647299767,0.85935960819743,-4.60684008868446
"48","1554660_a_at","CNST","163882","consortin, connexin sorting protein",-0.524508571170218,6.40236480043983,-1.32686794538683,0.195000263596644,0.85935960819743,-4.57920168651338
"49","1554726_at","ZNF655","79027","zinc finger protein 655",0.0279377058004595,6.67842186802709,0.0652137698264084,0.948455379701388,0.98866857097791,-4.61845288213266
"50","1554747_a_at","SEPTIN2","4735","septin 2",-0.569324336486005,8.76592717054374,-1.20607399438375,0.237625671924995,0.85935960819743,-4.58571819412292
"51","1554794_a_at","UBE3C","9690","ubiquitin protein ligase E3C",-0.0751235441665186,4.85046555750815,-0.191748138833494,0.849288034396392,0.957954104799713,-4.61768369344236
"52","1554821_a_at","ZBED1","9189","zinc finger BED-type containing 1",0.184348250254007,5.82392688065322,0.474572809231178,0.638678310054139,0.908752079128702,-4.61325876794306
"53","1554834_a_at","RASSF5","83593","Ras association domain family member 5",-0.457248191370731,8.83982835666402,-0.827790624918735,0.414611247876676,0.85935960819743,-4.60269011618297
"54","1554933_at","PSIP1","11168","PC4 and SFRS1 interacting protein 1",0.38236887479147,6.96716726687515,0.84989648446554,0.402408496913683,0.85935960819743,-4.60185212680915
"55","1554999_at","RASGEF1B","153020","RasGEF domain family member 1B",-0.220312530666118,4.34286347285977,-0.500180805445487,0.620756859856263,0.908752079128702,-4.61267687995623
"56","1555106_a_at","CTDSPL2","51496","CTD small phosphatase like 2",-0.0615631019259428,5.90799286795731,-0.122642137785426,0.903244216719513,0.975930178365397,-4.61819747823172
"57","1555154_a_at","QKI","9444","QKI, KH domain containing RNA binding",-0.375864024791378,7.06849581306077,-0.832613788919577,0.411929310751745,0.85935960819743,-4.60250898827942
"58","1555167_s_at","NAMPT","10135","nicotinamide phosphoribosyltransferase",-1.10913353892192,7.43171886783138,-1.87098524975703,0.0715620885979357,0.85935960819743,-4.54444639806244
"59","1555193_a_at","ZNF277","11179","zinc finger protein 277",-0.263578086572792,5.81769779792345,-0.565028788839978,0.576439239115488,0.901357630107603,-4.61107169704516
"60","1555214_a_at","CLEC7A","64581","C-type lectin domain containing 7A",-0.576364718198684,7.25750114906904,-1.22472101642172,0.230625724386448,0.85935960819743,-4.58474466486839
"61","1555226_s_at","C1orf43","25912","chromosome 1 open reading frame 43",-0.423226136138041,9.38368545216551,-0.844158325847331,0.405554067969653,0.85935960819743,-4.60207157166585
"62","1555326_a_at","ADAM9","8754","ADAM metallopeptidase domain 9",-0.366307862653718,5.53923773352125,-0.804411170611744,0.427764845736344,0.85935960819743,-4.60355451519642
"63","1555334_s_at","SLC30A5","64924","solute carrier family 30 member 5",-0.209785863034544,6.87432123774202,-0.479003933022324,0.635560886816534,0.908752079128702,-4.61316019852042
"64","1555337_a_at","ZNF317","57693","zinc finger protein 317",-0.108647919740782,6.51025405425264,-0.236415444871068,0.814787437075694,0.95030229838219,-4.61723205248138
"65","1555355_a_at","ETS1","2113","ETS proto-oncogene 1, transcription factor",-0.0381675632126637,9.7404618488256,-0.0790876869291946,0.937511070745774,0.985463098372645,-4.61840547150463
"66","1555419_a_at","ASAH1","427","N-acylsphingosine amidohydrolase 1",-0.540642158930865,10.8531937420938,-1.13712572563404,0.264879343083484,0.85935960819743,-4.58921153108104
"67","1555460_a_at","SLC39A6","25800","solute carrier family 39 member 6",-0.0807145189006802,6.61107771911934,-0.162840747984325,0.871783601690267,0.962594393533003,-4.61792599769591
"68","1555464_at","IFIH1","64135","interferon induced with helicase C domain 1",-0.157840864263875,4.76887130458287,-0.349202521101561,0.729483317517073,0.924776918655569,-4.6156767561861
"69","1555559_s_at","USP25","29761","ubiquitin specific peptidase 25",-0.277778606565235,6.23977871147077,-0.715348798742314,0.480165958380083,0.85935960819743,-4.6066383174153
"70","1555565_s_at","TAPBP","6892","TAP binding protein",-0.376547751513702,7.91422211994073,-0.792400673522308,0.434620521746397,0.85935960819743,-4.60398977544814
"71","1555594_a_at","MBNL1","4154","muscleblind like splicing regulator 1",-0.514444440389664,8.21162606377288,-0.880662313688845,0.385807109567697,0.85935960819743,-4.60065270057723
"72","1555611_s_at","MBD1","4152","methyl-CpG binding domain protein 1",-0.053806122789835,6.86634935786228,-0.130876676955448,0.896784834181651,0.973127508643236,-4.61814807724582
"73","1555618_s_at","SAE1","10055","SUMO1 activating enzyme subunit 1",-0.2549084688298,8.57778252626944,-0.545034764655991,0.58993520071659,0.90826706909516,-4.61158663523146
"74","1555639_a_at","RBM14","10432","RNA binding motif protein 14",-0.156336794067143,5.71246859851891,-0.349009821862766,0.729626442208806,0.924776918655569,-4.61567991727318
"75","1555643_s_at","LILRA5","353514","leukocyte immunoglobulin like receptor A5",-0.138386849198139,7.71632064406295,-0.286976340036593,0.776189633135487,0.939004053121652,-4.61660808258752
"76","1555659_a_at","TREML1","340205","triggering receptor expressed on myeloid cells like 1",-0.824751944714521,8.47438693226222,-1.81084926829031,0.0806315741219916,0.85935960819743,-4.54866345701573
"77","1555728_a_at","MS4A4A","51338","membrane spanning 4-domains A4A",-0.620851626116466,6.03868269880768,-1.20139180867075,0.239407904049324,0.85935960819743,-4.58596074113094
"78","1555745_a_at","LYZ","4069","lysozyme",0.736006562916753,11.7992563329852,0.957715634489051,0.346195083120636,0.85935960819743,-4.59748207685005
"79","1555759_a_at","CCL5","6352","C-C motif chemokine ligand 5",-0.865990633171551,11.6468549469787,-1.97904917853686,0.0574644214173965,0.85935960819743,-4.53667374926274
"80","1555797_a_at","ARPC5","10092","actin related protein 2/3 complex subunit 5",-0.45208459533394,10.0302586903665,-0.998521183582365,0.326361288975318,0.85935960819743,-4.59570836014237
"81","1555814_a_at","RHOA","387","ras homolog family member A",-0.719079625961561,11.3757342084264,-1.25824335020256,0.218431717680782,0.85935960819743,-4.58296437518091
"82","1555827_at","CCNL1","57018","cyclin L1",-0.57833276928644,6.46479235017842,-1.09729885494278,0.281621096157508,0.85935960819743,-4.59115147683698
"83","1555830_s_at","ESYT2","57488","extended synaptotagmin 2",-0.608979034692806,6.73174951674932,-1.11169105935928,0.275485857997433,0.85935960819743,-4.59045712661014
"84","1555920_at","CBX3","11335","chromobox 3",0.517444426009564,7.86803107165333,1.30421967843477,0.202509232301564,0.85935960819743,-4.58046079106752
"85","1555938_x_at","VIM","7431","vimentin",-0.0211620018792376,5.96322468062725,-0.0424441728879972,0.966438170036849,0.995722480424783,-4.61851094160338
"86","1555989_at","DAAM1","23002","dishevelled associated activator of morphogenesis 1",1.06450338297225,5.70177647636329,2.07354205901012,0.0471930680254006,0.85935960819743,-4.52968920363244
"87","1556053_at","DNAJC7","7266","DnaJ heat shock protein family (Hsp40) member C7",-0.17319322015738,8.46766429320291,-0.380937549174038,0.706051450023835,0.920976438049225,-4.61513279062967
"88","1556066_at","KDM6B","23135","lysine demethylase 6B",0.0590973808257313,8.03597143921128,0.14183187643547,0.888202525921742,0.968548386214942,-4.61807739175667
"89","1556173_a_at","LOC105374809","105374809","uncharacterized LOC105374809",-0.118898617691052,6.63643525148485,-0.24086872335179,0.811367187911858,0.950054370031676,-4.6171818948048
"90","1556285_s_at","PPA2","27068","inorganic pyrophosphatase 2",-0.382470789430255,8.38934306895619,-0.700575111990799,0.489202381548049,0.85935960819743,-4.60711739954934
"91","1556323_at","CELF2","10659","CUGBP Elav-like family member 2",0.476685748865163,8.79494115856638,0.941994199941215,0.354048138825966,0.85935960819743,-4.59814810501349
"92","1556474_a_at","LOC285097","285097","uncharacterized FLJ38379",1.02344189817898,5.43864808637972,2.455293999994,0.0203717279326138,0.85935960819743,-4.50003463550508
"93","1556493_a_at","KDM4C","23081","lysine demethylase 4C",0.18147212690643,7.9204711423583,0.381834498181043,0.705393294880945,0.920976438049225,-4.615116741992
"94","1556672_a_at","RBM6","10180","RNA binding motif protein 6",0.600337942557957,7.32047364334933,1.18058872795817,0.247446457319842,0.85935960819743,-4.58702908173647
"95","1556820_a_at","DLEU2","8847","deleted in lymphocytic leukemia 2",0.23547197491482,6.95031780552445,0.423624311542826,0.674993987009535,0.908752079128702,-4.61432809068441
"96","1556874_a_at","MEX3C","51320","mex-3 RNA binding family member C",-0.280811382053423,6.19597286707886,-0.541932366241681,0.592042988741012,0.90826706909516,-4.61166494116714
"97","1557078_at","SLFN5","162394","schlafen family member 5",0.0177384839496044,7.45734855538127,0.033306534816757,0.97366042017597,0.998448109080654,-4.61852733763387
"98","1557100_s_at","HECTD1","25831","HECT domain E3 ubiquitin protein ligase 1",-0.00022313973962973,6.57989361088874,-0.000619873350479498,0.999509696028908,0.999949663831517,-4.61855360721303
"99","1557158_s_at","KMT2C","58508","lysine methyltransferase 2C",-0.0570239141088154,5.57510397232678,-0.154336469653866,0.878423320897251,0.964637169185967,-4.6179897884123
"100","1557227_s_at","TPR","7175","translocated promoter region, nuclear basket protein",-0.000865427221113713,6.55285977256275,-0.00215606376168968,0.99829460994574,0.999949663831517,-4.6185535061911
"101","1557257_at","BCL10","8915","BCL10 immune signaling adaptor",-0.426235719054712,6.37219797667866,-0.914441441249754,0.368094695796857,0.85935960819743,-4.59929182545712
"102","1557394_at","DLGAP4","22839","DLG associated protein 4",0.142193893832941,6.31404419331165,0.308577753144164,0.759868786143564,0.931371134848018,-4.61630514994518
"103","1557477_at","STIM1","6786","stromal interaction molecule 1",0.0167195278009427,7.62719471514268,0.0378887584008922,0.970038377018944,0.996763924140895,-4.61851960992
"104","1557706_at","ZHX2","22882","zinc fingers and homeoboxes 2",0.537187161756031,5.85996862792803,1.11619294255862,0.273586611017506,0.85935960819743,-4.59023837491069
"105","1557910_at","HSP90AB1","3326","heat shock protein 90 alpha family class B member 1",-0.266658130399509,10.2839088101507,-0.435893550569267,0.666171125070567,0.908752079128702,-4.61408137617024
"106","1557984_s_at","RPAP3","79657","RNA polymerase II associated protein 3",-0.205574877469472,5.04953569945356,-0.438297578283328,0.664448012360066,0.908752079128702,-4.61403223081965
"107","1558014_s_at","FAR1","84188","fatty acyl-CoA reductase 1",-0.571529188303851,6.09760676251791,-1.23961782988087,0.22514534822291,0.85935960819743,-4.58395828540954
"108","1558015_s_at","ACTR2","10097","actin related protein 2",-0.64291316740838,8.57578343657578,-1.05429926459965,0.300530386795184,0.85935960819743,-4.5931803189714
"109","1558214_s_at","CTNNA1","1495","catenin alpha 1",-0.435453968249997,5.55757468055295,-0.82192487695357,0.417887529558279,0.85935960819743,-4.60290910761722
"110","1558697_a_at","MARF1","9665","meiosis regulator and mRNA stability factor 1",-0.387010718196223,5.41908526936566,-0.807255255267664,0.426151178971156,0.85935960819743,-4.60345056901772
"111","1558739_at","BORCS5","118426","BLOC-1 related complex subunit 5",0.427036491410785,6.13423757216912,0.888560017472359,0.381617479754287,0.85935960819743,-4.6003386250416
"112","1558775_s_at","NSMAF","8439","neutral sphingomyelinase activation associated factor",0.118991852230915,6.01577606878142,0.302463434737632,0.764477390106217,0.931371134848018,-4.61639309811842
"113","1558959_at","FAM126B","285172","family with sequence similarity 126 member B",-0.205930909425623,5.30751017688905,-0.506984455691766,0.616034382248019,0.908752079128702,-4.61251731200398
"114","1559018_at","PTPRE","5791","protein tyrosine phosphatase receptor type E",-0.700607231384915,5.89927923620243,-1.59964665959889,0.120615677081442,0.85935960819743,-4.56278674919466
"115","1559297_at","SNX29P2","440352","sorting nexin 29 pseudogene 2",0.17618402515392,6.59286954598405,0.403779621200399,0.689363994551432,0.915817338408037,-4.61471257612792
"116","1559582_at","RHOQ","23433","ras homolog family member Q",0.000238877554444628,9.04370975927661,0.000562150966215581,0.999555352953763,0.999949663831517,-4.61855360882936
"117","1559739_at","CHPT1","56994","choline phosphotransferase 1",0.16935107463218,6.70224681937416,0.383481386663637,0.704185460398461,0.920928257949676,-4.61508717875431
"118","1559883_s_at","SAMHD1","25939","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1",-0.35163274713531,9.09132092494794,-0.785723409554639,0.438460687339211,0.85935960819743,-4.60422916410221
"119","1559954_s_at","DDX42","11325","DEAD-box helicase 42",0.00889723019222721,8.59704652526332,0.0224458319957736,0.982247462164869,0.999949663831517,-4.61854168124401
"120","1559975_at","BTG1","694","BTG anti-proliferation factor 1",-0.208267293664305,7.54682074384709,-0.438395813285933,0.66437764097884,0.908752079128702,-4.61403021700976
"121","1560706_at","NEDD9","4739","neural precursor cell expressed, developmentally down-regulated 9",0.172869908225939,8.52910897598136,0.389806189734531,0.699554146951,0.920928257949676,-4.61497248368841
"122","1561615_s_at","SLC8A1","6546","solute carrier family 8 member A1",0.020031937941555,6.80457645141073,0.0380288048653109,0.969927686388279,0.996763924140895,-4.61851935807525
"123","1561884_at","CEPT1","10390","choline/ethanolamine phosphotransferase 1",0.166864512148265,7.03235436639651,0.355840562675722,0.72455909512459,0.924776918655569,-4.61556681668488
"124","1562255_at","SYTL3","94120","synaptotagmin like 3",0.0491794931838081,6.56489273486017,0.0987931908120793,0.921988431692363,0.982890677188816,-4.61832247851728
"125","1562368_at","CARD11","84433","caspase recruitment domain family member 11",0.327988586876187,6.39238963177407,0.841445506590804,0.407046565041034,0.85935960819743,-4.60217484966919
"126","1562836_at","DDX6","1656","DEAD-box helicase 6",0.432603972042303,7.36557062151189,0.822244118893873,0.417708806497697,0.85935960819743,-4.60289722551836
"127","1563111_a_at","PIGX","54965","phosphatidylinositol glycan anchor biosynthesis class X",-0.220330273847195,7.20984877510085,-0.539509245296478,0.593691799318269,0.90826706909516,-4.61172580320495
"128","1563455_at","SIK3","23387","SIK family kinase 3",0.305932960992537,7.03992936902312,0.619445551558297,0.540503653747469,0.877882547296292,-4.60958061872897
"129","1563502_at","ZDHHC2","51201","zinc finger DHHC-type palmitoyltransferase 2",0.0419942430507723,5.64039835321197,0.0895710155275456,0.929249514560312,0.982890677188816,-4.61836360582094
"130","1563674_at","FCRL2","79368","Fc receptor like 2",1.19303142068367,8.43459092760494,2.62081632612559,0.0138703397672926,0.85935960819743,-4.48664358341827
"131","1563687_a_at","FRYL","285527","FRY like transcription coactivator",-0.524327631169263,5.65607717296415,-1.19687911591452,0.241134994034136,0.85935960819743,-4.58619378204609
"132","1564053_a_at","YTHDF3","253943","YTH N6-methyladenosine RNA binding protein 3",-0.521435078609817,7.33698887152358,-0.97200991608618,0.339157046504744,0.85935960819743,-4.59686810524981
"133","1564139_at","A2M-AS1","144571","A2M antisense RNA 1",-0.242020718434853,9.12217096811698,-0.476624915095986,0.637233753896017,0.908752079128702,-4.61321322966987
"134","1564494_s_at","P4HB","5034","prolyl 4-hydroxylase subunit beta",-0.298972505095641,8.45660237922117,-0.614953940028766,0.543424637418443,0.880064598642442,-4.60970862765622
"135","1565162_s_at","MGST1","4257","microsomal glutathione S-transferase 1",-0.647760267393852,7.54997622769829,-1.31550113280366,0.198741603698126,0.85935960819743,-4.57983571871633
"136","1565269_s_at","ATF1","466","activating transcription factor 1",-0.203232450533256,7.12952856614524,-0.477252586664203,0.636792201102936,0.908752079128702,-4.61319926297397
"137","1565703_at","SMAD4","4089","SMAD family member 4",0.0473326680792994,6.55087790599406,0.0991559205740043,0.921702971965446,0.982890677188816,-4.6183207786754
"138","1567458_s_at","RAC1","5879","Rac family small GTPase 1",-0.155452146998648,8.53079838548777,-0.352653265690056,0.726922009267213,0.924776918655569,-4.61561985883554
"139","1568780_at","LOC729732","729732","uncharacterized LOC729732",0.245422768997248,8.40275670917574,0.514307876230721,0.610969768822888,0.908752079128702,-4.61234322867098
"140","1568830_at","IRAK3","11213","interleukin 1 receptor associated kinase 3",-0.167000515037309,5.66983649396708,-0.337267282935709,0.738366589379985,0.924776918655569,-4.61586930462268
"141","1568943_at","INPP5D","3635","inositol polyphosphate-5-phosphatase D",0.395424865161546,7.70925837234911,0.918597652458404,0.365952726961211,0.85935960819743,-4.59912122951706
"142","1569003_at","VMP1","81671","vacuole membrane protein 1",-0.0293396023975641,8.05556957181181,-0.0628070985455155,0.950354963774406,0.98866857097791,-4.61846017901848
"143","1569136_at","MGAT4A","11320","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",-0.323967117217355,7.49507727060502,-0.761883786160633,0.452337648573045,0.85935960819743,-4.60506864407471
"144","1569599_at","SAMSN1","64092","SAM domain, SH3 domain and nuclear localization signals 1",-0.768042887145151,5.509673602783,-1.23584819917583,0.226522816020433,0.85935960819743,-4.58415799991831
"145","1569857_s_at","TPP2","7174","tripeptidyl peptidase 2",0.0192319803821519,6.96649610709611,0.0506575378967128,0.959948906280978,0.994514967721137,-4.61849282923083
"146","1569940_at","SLC6A16","28968","solute carrier family 6 member 16",0.432065702228663,6.86526450805661,0.919349491514552,0.365566131163927,0.85935960819743,-4.59909029608988
"147","200008_s_at","GDI2","2665","GDP dissociation inhibitor 2",-0.279047411202303,10.4226950779539,-0.593796242285359,0.557294295042899,0.893623176923884,-4.61029970070406
"148","200604_s_at","PRKAR1A","5573","protein kinase cAMP-dependent type I regulatory subunit alpha",-0.487969795475523,8.51380673746363,-0.807827545800434,0.42582692718243,0.85935960819743,-4.60342961233084
"149","200607_s_at","RAD21","5885","RAD21 cohesin complex component",-0.159609609945054,9.21926451908953,-0.362558918057294,0.719587482112974,0.922674176325622,-4.61545347560778
"150","200641_s_at","YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",-0.443376227092587,10.9315467525698,-0.881634016415075,0.385290043369922,0.85935960819743,-4.60061419358765
"151","200665_s_at","SPARC","6678","secreted protein acidic and cysteine rich",-0.560829568042056,10.1997042666349,-1.21487389122266,0.234302801985556,0.85935960819743,-4.58526027173962
"152","200712_s_at","MAPRE1","22919","microtubule associated protein RP/EB family member 1",-0.437640606010854,8.82471545146506,-0.954379035733957,0.347851920529491,0.85935960819743,-4.59762424096586
"153","200722_s_at","CAPRIN1","4076","cell cycle associated protein 1",-0.271622579633583,8.54153056550794,-0.591151274894667,0.559040856443726,0.893728398922995,-4.61037220677971
"154","200769_s_at","MAT2A","4144","methionine adenosyltransferase 2A",-0.326504692049012,7.28599062194008,-0.620593203809099,0.539758640698497,0.877882547296292,-4.60954776941281
"155","200776_s_at","BZW1","9689","basic leucine zipper and W2 domains 1",-0.48971804360437,9.24662477872182,-0.991523206032688,0.329706391043318,0.85935960819743,-4.59601713094476
"156","200787_s_at","PEA15","8682","proliferation and apoptosis adaptor protein 15",-0.332071812511678,8.49485047302621,-0.784701518034916,0.439050195052693,0.85935960819743,-4.60426563625864
"157","200796_s_at","MCL1","4170","MCL1 apoptosis regulator, BCL2 family member",-1.21957755836277,7.55949779811485,-1.52363904094355,0.138529638586929,0.85935960819743,-4.56758189165296
"158","200803_s_at","TMBIM6","7009","transmembrane BAX inhibitor motif containing 6",-0.561731674733863,11.0931990409476,-1.13523520949537,0.26565737591715,0.85935960819743,-4.58930492219811
"159","200828_s_at","ZNF207","7756","zinc finger protein 207",-0.395913248971569,10.5744816229662,-0.962093676551341,0.344029142376986,0.85935960819743,-4.59729487811196
"160","200841_s_at","EPRS1","2058","glutamyl-prolyl-tRNA synthetase 1",0.0184832993667099,7.55083996027862,0.0448210764246265,0.964559951395396,0.995722480424783,-4.61850602847993
"161","200883_at","UQCRC2","7385","ubiquinol-cytochrome c reductase core protein 2",-0.201097974517177,9.81909887866639,-0.500129032539619,0.620792859439341,0.908752079128702,-4.61267808621677
"162","200890_s_at","SSR1","6745","signal sequence receptor subunit 1",-0.19603223866995,8.11139691765174,-0.451734347469378,0.654851638621165,0.908752079128702,-4.61375269931845
"163","200917_s_at","SRPRA","6734","SRP receptor subunit alpha",-0.299716201208071,8.02251058701312,-0.561394056937439,0.578881249733556,0.902373712819955,-4.61116662985478
